timesteps_total,done,info,episode_reward_mean,episode_len_mean,episodes_total,mean_accuracy,mean_validation_accuracy,mean_loss,neg_mean_loss,experiment_id,training_iteration,timesteps_this_iter,time_this_iter_s,time_total_s,pid,date,timestamp,hostname,node_ip,config
3824323,,"{'kl_divergence': 0.0030116788, 'kl_coefficient': 3.6621093750000005e-05, 'rollouts_time': 44.63944911956787, 'shuffle_time': 10.385632038116455, 'load_time': 4.3469085693359375, 'sgd_time': 50.35935831069946, 'sample_throughput': 794.2912964302309}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,32,168000,109.99222660064697,3489.589774131775,17559,2018-04-09_16-48-09,1523306889,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
3992323,,"{'kl_divergence': 0.003186517, 'kl_coefficient': 1.8310546875000003e-05, 'rollouts_time': 44.59092426300049, 'shuffle_time': 11.742528200149536, 'load_time': 2.3488290309906006, 'sgd_time': 50.47710728645325, 'sample_throughput': 792.4384369532794}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,33,168000,109.45394086837769,3599.0437150001526,17559,2018-04-09_16-49-59,1523306999,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
4160323,,"{'kl_divergence': 0.0041106394, 'kl_coefficient': 9.155273437500001e-06, 'rollouts_time': 44.71955442428589, 'shuffle_time': 11.294498920440674, 'load_time': 3.186802864074707, 'sgd_time': 50.55917716026306, 'sample_throughput': 791.1521161273558}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,34,168000,110.07463645935059,3709.118351459503,17559,2018-04-09_16-51-49,1523307109,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
4328323,,"{'kl_divergence': 0.0032436044, 'kl_coefficient': 4.577636718750001e-06, 'rollouts_time': 44.853729009628296, 'shuffle_time': 11.61689805984497, 'load_time': 3.221632719039917, 'sgd_time': 50.25651693344116, 'sample_throughput': 795.9166778902583}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,35,168000,110.25846195220947,3819.3768134117126,17559,2018-04-09_16-53-39,1523307219,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
4496323,,"{'kl_divergence': 0.0033542907, 'kl_coefficient': 2.2888183593750003e-06, 'rollouts_time': 44.5593535900116, 'shuffle_time': 11.63520336151123, 'load_time': 4.1168529987335205, 'sgd_time': 50.14532017707825, 'sample_throughput': 797.681615328169}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,36,168000,110.76713609695435,3930.143949508667,17559,2018-04-09_16-55-30,1523307330,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
4664323,,"{'kl_divergence': 0.0032275042, 'kl_coefficient': 1.1444091796875002e-06, 'rollouts_time': 44.698124170303345, 'shuffle_time': 12.644108772277832, 'load_time': 4.395802736282349, 'sgd_time': 50.20155620574951, 'sample_throughput': 796.7880484832233}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,37,168000,112.26161408424377,4042.4055635929108,17559,2018-04-09_16-57-22,1523307442,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
4832323,,"{'kl_divergence': 0.009419519, 'kl_coefficient': 1.1444091796875002e-06, 'rollouts_time': 44.43771004676819, 'shuffle_time': 13.06419324874878, 'load_time': 4.313397169113159, 'sgd_time': 50.297391176223755, 'sample_throughput': 795.2698751284049}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,38,168000,112.43359327316284,4154.839156866074,17559,2018-04-09_16-59-15,1523307555,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5000323,,"{'kl_divergence': 0.0032595221, 'kl_coefficient': 5.722045898437501e-07, 'rollouts_time': 45.02459931373596, 'shuffle_time': 14.145370960235596, 'load_time': 3.0435678958892822, 'sgd_time': 49.986395835876465, 'sample_throughput': 800.2177258655447}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,39,168000,112.54888319969177,4267.388040065765,17559,2018-04-09_17-01-07,1523307667,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5168323,,"{'kl_divergence': 0.0032675425, 'kl_coefficient': 2.8610229492187504e-07, 'rollouts_time': 44.731239557266235, 'shuffle_time': 14.292296409606934, 'load_time': 2.987480878829956, 'sgd_time': 49.982717514038086, 'sample_throughput': 800.2766153874217}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,40,168000,112.33598780632019,4379.724027872086,17559,2018-04-09_17-03-00,1523307780,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5336323,,"{'kl_divergence': 0.0035220773, 'kl_coefficient': 1.4305114746093752e-07, 'rollouts_time': 44.45594072341919, 'shuffle_time': 14.722440958023071, 'load_time': 4.6172096729278564, 'sgd_time': 49.91128659248352, 'sample_throughput': 801.4219374185371}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,41,168000,114.0199146270752,4493.743942499161,17559,2018-04-09_17-04-54,1523307894,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5504323,,"{'kl_divergence': 0.0034168058, 'kl_coefficient': 7.152557373046876e-08, 'rollouts_time': 44.88800358772278, 'shuffle_time': 14.866348505020142, 'load_time': 3.358278512954712, 'sgd_time': 50.0333948135376, 'sample_throughput': 799.4660396135492}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,42,168000,113.49565958976746,4607.239602088928,17559,2018-04-09_17-06-47,1523308007,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5672323,,"{'kl_divergence': 0.0035997438, 'kl_coefficient': 3.576278686523438e-08, 'rollouts_time': 45.15345740318298, 'shuffle_time': 16.532336235046387, 'load_time': 4.436022996902466, 'sgd_time': 48.743717432022095, 'sample_throughput': 820.6185762459322}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,43,168000,115.23019218444824,4722.4697942733765,17559,2018-04-09_17-22-46,1523308966,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
5840323,,"{'kl_divergence': 0.003329515, 'kl_coefficient': 1.788139343261719e-08, 'rollouts_time': 44.792179584503174, 'shuffle_time': 18.354196548461914, 'load_time': 3.4144058227539062, 'sgd_time': 48.556286573410034, 'sample_throughput': 823.7862246637379}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,44,168000,115.51499342918396,4837.98478770256,17559,2018-04-09_17-24-41,1523309081,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
6008323,,"{'kl_divergence': 0.003396589, 'kl_coefficient': 8.940696716308595e-09, 'rollouts_time': 44.91262078285217, 'shuffle_time': 13.542625904083252, 'load_time': 3.3449718952178955, 'sgd_time': 48.92504119873047, 'sample_throughput': 817.577236931135}",0.0,4000.0,,,,,,f84da0ce5fd845c98be98852eca61270,45,168000,110.90514254570007,4948.8899302482605,17559,2018-04-09_17-26-32,1523309192,praveen-HP-Z840-Workstation,192.168.1.5,"{'gamma': 0.99, 'horizon': 4000, 'use_gae': True, 'lambda': 0.95, 'kl_coeff': 0.2, 'num_sgd_iter': 30, 'sgd_stepsize': 5e-05, 'devices': ['/gpu:0', '/gpu:1', '/gpu:2', '/gpu:3', '/gpu:4', '/gpu:5', '/gpu:6', 'gpu:7'], 'tf_session_args': {'device_count': {'CPU': 4}, 'log_device_placement': False, 'allow_soft_placement': True, 'intra_op_parallelism_threads': 1, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}}, 'rollout_batchsize': 1, 'sgd_batchsize': 4096, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.0, 'clip_param': 0.1, 'kl_target': 0.01, 'model': {'free_log_std': False}, 'observation_filter': 'MeanStdFilter', 'extra_frameskip': 1, 'timesteps_per_batch': 40000, 'min_steps_per_task': 100, 'num_workers': 32, 'worker_resources': {'num_cpus': 1}, 'full_trace_nth_sgd_batch': -1, 'full_trace_data_load': False, 'tf_debug_iteration': -1, 'tf_debug_inf_or_nan': False, 'write_logs': True, 'env_config': {}, 'env': 'sonic_env'}"
